"time", "liberal percentage", "conservative percentage", "liberal positive", "liberal negative", "conservative positive", "conservative negative"
"02:24:46", "99.977208", "0.022792", "5828.000000", "-1106.000000", "3.000000", "-4858740.000000"
"02:25:16", "99.991347", "0.008653", "6314.000000", "-418.000000", "3.000000", "-4858740.000000"
"02:25:46", "99.972969", "0.027031", "4749.000000", "-1312.000000", "3.000000", "-4858740.000000"
"02:26:16", "99.460535", "0.539465", "241193.000000", "-1312.000000", "0.000000", "-699.000000"
"02:26:46", "99.951775", "0.048225", "254235.000000", "-123.000000", "0.000000", "-699.000000"
"02:27:16", "99.930640", "0.069360", "287898.000000", "-200.000000", "0.000000", "-253.000000"
"02:27:47", "91.584834", "8.415166", "45905.000000", "-4240.000000", "79.000000", "-1100.000000"
"02:28:17", "30.297138", "69.702862", "1745.000000", "-8252.000000", "709.000000", "-2150.000000"
"02:28:47", "85.703321", "14.296679", "10296.000000", "-2049.000000", "0.000000", "-1987.000000"
"02:29:18", "51.599444", "48.400556", "9275.000000", "-1906.000000", "6794.000000", "0.000000"
"02:29:48", "38.207116", "61.792884", "14197.000000", "-16167.000000", "6794.000000", "0.000000"
"02:30:18", "42.473773", "57.526227", "10810.000000", "-14641.000000", "0.000000", "0.000000"
"02:30:48", "67.582134", "32.417866", "9154.000000", "-545.000000", "3846.000000", "0.000000"
"02:31:18", "71.948511", "28.051489", "12551.000000", "-779.000000", "4146.000000", "-81.000000"
"02:31:49", "75.086074", "24.913926", "14967.000000", "-847.000000", "4146.000000", "-81.000000"
"02:32:19", "98.513970", "1.486030", "32086.000000", "-153.000000", "331.000000", "0.000000"
"02:32:49", "87.758090", "12.241910", "34768.000000", "-25.000000", "4825.000000", "0.000000"
"02:33:19", "46.916854", "53.083146", "49130.000000", "-55155.000000", "4494.000000", "-3590.000000"
"02:33:50", "48.259707", "51.740293", "28288.000000", "-57597.000000", "4912.000000", "-30016.000000"
"02:34:20", "95.112746", "4.887254", "29711.000000", "-2442.000000", "627.000000", "-30016.000000"
"02:34:51", "68.413829", "31.586171", "7975.000000", "-3055.000000", "627.000000", "0.000000"
"02:35:22", "66.570635", "33.429365", "6470.000000", "-3087.000000", "162.000000", "0.000000"
"02:35:52", "0.132291", "99.867709", "459.000000", "-2488.000000", "344016.000000", "0.000000"
"02:36:22", "14.393939", "85.606061", "304.000000", "-1808.000000", "0.000000", "0.000000"
"02:36:52", "4.240167", "95.759833", "347.000000", "-17480.000000", "0.000000", "-427.000000"
"02:37:22", "14.138317", "85.861683", "2449.000000", "-17642.000000", "0.000000", "-456.000000"
"02:37:52", "96.190335", "3.809665", "4626.000000", "-162.000000", "95.000000", "-1863.000000"
"02:38:22", "75.621681", "24.378319", "7077.000000", "-1124.000000", "1768.000000", "-1894.000000"
"02:38:53", "25.182386", "74.817614", "9301.000000", "-37377.000000", "5593.000000", "-5162.000000"
"02:39:23", "9.621843", "90.378157", "2580.000000", "-51675.000000", "4035.000000", "-3351.000000"
"02:39:53", "45.056460", "54.943540", "13564.000000", "-16523.000000", "215.000000", "-162.000000"
"02:40:23", "24.470237", "75.529763", "11146.000000", "-2653.000000", "48887.000000", "-5552.000000"
"02:40:53", "11.399692", "88.600308", "1339.000000", "-2111.000000", "50833.000000", "-5473.000000"
"02:41:23", "31.030556", "68.969444", "1565.000000", "-1683.000000", "1951.000000", "-70.000000"
"02:41:53", "99.997954", "0.002046", "4789437.000000", "-98.000000", "0.000000", "-70.000000"
"02:42:23", "99.904149", "0.095851", "4789211.000000", "-4595.000000", "0.000000", "-70.000000"
"02:42:53", "7.422852", "92.577148", "445.000000", "-5550.000000", "0.000000", "0.000000"
"02:43:23", "5.389371", "94.610629", "2160.000000", "-71923.000000", "0.000000", "-1937.000000"
"02:43:53", "7.227877", "92.772123", "3680.000000", "-72096.000000", "0.000000", "-1937.000000"
"02:44:24", "95.064278", "4.935722", "39030.000000", "-2084.000000", "43.000000", "-1937.000000"
"02:44:56", "90.617261", "9.382739", "38786.000000", "-2871.000000", "1145.000000", "0.000000"
"02:45:27", "41.718361", "58.281639", "87158.000000", "-120617.000000", "1145.000000", "0.000000"
"02:45:59", "27.175490", "72.824510", "52084.000000", "-129527.000000", "10047.000000", "0.000000"
"02:46:30", "22.252070", "77.747930", "5053.000000", "-7608.000000", "10047.000000", "0.000000"
"02:47:00", "50.065808", "49.934192", "8908.000000", "-10299.000000", "324.000000", "-1743.000000"
"02:47:30", "45.402521", "54.597479", "5318.000000", "-2691.000000", "5800.000000", "-1743.000000"
"02:48:00", "27.334635", "72.665365", "6302.000000", "-2851.000000", "13902.000000", "0.000000"
"02:48:30", "54.653992", "45.346008", "10769.000000", "-3610.000000", "8506.000000", "-3834.000000"
"02:49:00", "85.882334", "14.117666", "48440.000000", "-8045.000000", "548.000000", "-3834.000000"
"02:49:30", "81.076434", "18.923566", "47150.000000", "-7967.000000", "3038.000000", "0.000000"
"02:50:00", "22.287943", "77.712057", "8403.000000", "-5548.000000", "24539.000000", "-226.000000"
"02:50:31", "17.668007", "82.331993", "2943.000000", "0.000000", "21501.000000", "-1671.000000"
"02:51:01", "97.099501", "2.900499", "3610.000000", "-151.000000", "0.000000", "-1445.000000"
"02:51:32", "100.000000", "0.000000", "1259.000000", "0.000000", "0.000000", "0.000000"
"02:52:02", "57.947999", "42.052001", "7444.000000", "-2190.000000", "3212.000000", "0.000000"
"02:52:32", "88.368095", "11.631905", "92532.000000", "-2891.000000", "9289.000000", "0.000000"
"02:53:03", "88.695703", "11.304297", "91518.000000", "-2375.000000", "9289.000000", "0.000000"
"02:53:33", "93.923276", "6.076724", "118843.000000", "-1612.000000", "6077.000000", "0.000000"
"02:54:03", "96.968418", "3.031582", "29875.000000", "-934.000000", "0.000000", "0.000000"
"02:54:33", "1.800415", "98.199585", "234.000000", "-7964.000000", "4799.000000", "0.000000"
"02:55:03", "0.752805", "99.247195", "734.000000", "-8794.000000", "87974.000000", "0.000000"
"02:55:34", "3.443188", "96.556812", "3174.000000", "-853.000000", "88155.000000", "0.000000"
"02:56:04", "3.034875", "96.965125", "2655.000000", "-853.000000", "83975.000000", "0.000000"
"02:56:34", "8.861721", "91.138279", "2450.000000", "-24083.000000", "1114.000000", "0.000000"
"02:57:04", "3.817003", "96.182997", "1254.000000", "-27110.000000", "4489.000000", "0.000000"
"02:57:34", "98.725626", "1.274374", "676124.000000", "-3927.000000", "4802.000000", "-111.000000"
"02:58:05", "98.933807", "1.066193", "675969.000000", "-122.000000", "7164.000000", "-111.000000"
"02:58:35", "52.341456", "47.658544", "7020.000000", "-148.000000", "6345.000000", "-111.000000"
"02:59:05", "34.162638", "65.837362", "11095.000000", "-9630.000000", "11752.000000", "0.000000"
"02:59:36", "44.255716", "55.744284", "11222.000000", "-16659.000000", "6675.000000", "-7303.000000"
"03:00:06", "63.077703", "36.922297", "46185.000000", "-24647.000000", "6662.000000", "-7303.000000"
"03:00:36", "54.986902", "45.013098", "46224.000000", "-42876.000000", "942.000000", "-7303.000000"
"03:01:06", "80.514043", "19.485957", "138084.000000", "-32811.000000", "608.000000", "0.000000"
"03:01:37", "74.112153", "25.887847", "93637.000000", "-32100.000000", "608.000000", "0.000000"
"03:02:07", "99.781022", "0.218978", "1367.000000", "0.000000", "3.000000", "0.000000"
"03:02:37", "49.738048", "50.261952", "435.000000", "-1532.000000", "3.000000", "-1084.000000"
"03:03:07", "44.042143", "55.957857", "18713.000000", "-2255.000000", "24142.000000", "-2063.000000"
"03:03:37", "51.203862", "48.796138", "24031.000000", "-725.000000", "24142.000000", "-2063.000000"
"03:04:08", "68.950953", "31.049047", "21059.000000", "-6534.000000", "2949.000000", "0.000000"
"03:04:38", "98.980055", "1.019945", "1396179.000000", "-9642.000000", "4745.000000", "0.000000"
"03:05:09", "93.073980", "6.926020", "1399535.000000", "-3243.000000", "105446.000000", "-61061.000000"
"03:05:39", "37.681559", "62.318441", "7351.000000", "-8710.000000", "104431.000000", "-61061.000000"
"03:06:09", "13.191848", "86.808152", "3577.000000", "-22902.000000", "781.000000", "-22.000000"
"03:06:39", "98.845455", "1.154545", "1583062.000000", "-18509.000000", "0.000000", "-1572.000000"
"03:07:09", "99.081602", "0.918398", "1585118.000000", "-14617.000000", "90.000000", "-1550.000000"
"03:07:39", "54.813250", "45.186750", "17640.000000", "-14407.000000", "135.000000", "0.000000"
"03:08:09", "7.561613", "92.438387", "18314.000000", "-4124.000000", "219759.000000", "0.000000"
"03:08:39", "3.707733", "96.292267", "10121.000000", "-43225.000000", "219624.000000", "0.000000"
"03:09:09", "35.529438", "64.470562", "16101.000000", "-35326.000000", "0.000000", "-3367.000000"
"03:09:39", "19.732243", "80.267757", "6626.000000", "-23730.000000", "16920.000000", "-3367.000000"
"03:10:09", "16.008933", "83.991067", "5233.000000", "-9019.000000", "18436.000000", "0.000000"
"03:10:39", "97.057578", "2.942422", "437718.000000", "-11622.000000", "1648.000000", "-1.000000"
"03:11:09", "98.534310", "1.465690", "518321.000000", "-3146.000000", "4564.000000", "-1.000000"
"03:11:39", "95.497002", "4.502998", "82722.000000", "-284.000000", "3674.000000", "-1217.000000"
"03:12:10", "60.759207", "39.240793", "4145.000000", "-3151.000000", "312.000000", "-1217.000000"
"03:12:40", "50.391759", "49.608241", "3473.000000", "-3107.000000", "312.000000", "0.000000"
"03:13:10", "3.992262", "96.007738", "227.000000", "-5459.000000", "0.000000", "0.000000"
"03:13:40", "35.387581", "64.612419", "6058.000000", "-11061.000000", "0.000000", "0.000000"
"03:14:10", "57.469979", "42.530021", "11821.000000", "-8748.000000", "0.000000", "0.000000"
"03:14:42", "66.216678", "33.783322", "7750.000000", "-2082.000000", "1872.000000", "0.000000"
"03:15:12", "42.362211", "57.637789", "10699.000000", "-12649.000000", "1908.000000", "0.000000"
"03:15:44", "40.626687", "59.373313", "13549.000000", "-15138.000000", "4663.000000", "0.000000"
"03:16:14", "99.009836", "0.990164", "1391608.000000", "-9249.000000", "4668.000000", "0.000000"
"03:16:44", "99.514418", "0.485582", "1381494.000000", "-6701.000000", "41.000000", "-201.000000"
"03:17:15", "76.562877", "23.437123", "2971.000000", "-971.000000", "0.000000", "-201.000000"
"03:17:45", "53.397955", "46.602045", "4375.000000", "-4375.000000", "0.000000", "-638.000000"
"03:18:15", "43.122620", "56.877380", "2151.000000", "-3412.000000", "322.000000", "-680.000000"
"03:18:45", "95.898042", "4.101958", "3062.000000", "-21833.000000", "132.000000", "-510449.000000"
"03:19:15", "97.482956", "2.517044", "1477194.000000", "-2591.000000", "35978.000000", "-16550.000000"
"03:19:45", "97.562170", "2.437830", "1473752.000000", "-1401.000000", "35846.000000", "-16876.000000"
"03:20:15", "70.885714", "29.114286", "4636.000000", "-1323.000000", "715.000000", "-326.000000"
"03:20:45", "58.095741", "41.904259", "6247.000000", "-4047.000000", "715.000000", "-355.000000"
"03:21:15", "52.076242", "47.923758", "8965.000000", "-11968.000000", "0.000000", "-4040.000000"
"03:21:45", "66.939012", "33.060988", "41132.000000", "-9459.000000", "12837.000000", "-4011.000000"
"03:22:15", "69.967008", "30.032992", "41763.000000", "-5476.000000", "12730.000000", "-651.000000"
"03:22:45", "67.580654", "32.419346", "12082.000000", "-6160.000000", "0.000000", "-759.000000"
"03:23:15", "77.291456", "22.708544", "29718.000000", "-8763.000000", "0.000000", "-108.000000"
"03:23:45", "76.578425", "23.421575", "20709.000000", "-7193.000000", "0.000000", "-2809.000000"
"03:24:15", "5.814687", "94.185313", "8256.000000", "-47739.000000", "131490.000000", "-2809.000000"
"03:24:45", "2.895920", "97.104080", "13114.000000", "-179814.000000", "259916.000000", "0.000000"
"03:25:16", "4.946255", "95.053745", "6746.000000", "-1214.000000", "128426.000000", "0.000000"
"03:25:46", "31.002782", "68.997218", "2563.000000", "-5704.000000", "0.000000", "0.000000"
"03:26:16", "25.698743", "74.301257", "4110.000000", "-6150.000000", "5733.000000", "0.000000"
"03:26:46", "54.206263", "45.793737", "8273.000000", "-1168.000000", "6012.000000", "-226.000000"
"03:27:19", "9.759149", "90.240851", "6895.000000", "-76743.000000", "440.000000", "-1452.000000"
"03:27:49", "16.868405", "83.131595", "1135.000000", "-76870.000000", "4515.000000", "-15379.000000"
"03:28:20", "6.184113", "93.815887", "882.000000", "-10744.000000", "217344.000000", "-14153.000000"
"03:28:50", "0.993313", "99.006687", "2567.000000", "-33584.000000", "222277.000000", "0.000000"
"03:29:20", "8.518249", "91.481751", "2929.000000", "-22798.000000", "8658.000000", "0.000000"
"03:29:51", "56.010152", "43.989848", "5517.000000", "-3125.000000", "1208.000000", "0.000000"
"03:30:21", "99.820711", "0.179289", "894155.000000", "-1363.000000", "243.000000", "0.000000"
"03:30:51", "99.641658", "0.358342", "891191.000000", "-2962.000000", "243.000000", "0.000000"
"03:31:21", "73.312730", "26.687270", "3361.000000", "-3195.000000", "0.000000", "-5416.000000"
"03:31:51", "2.030457", "97.969543", "6504.000000", "-1074.000000", "574066.000000", "-5416.000000"
"03:32:21", "4.180628", "95.819372", "25154.000000", "-1514.000000", "575012.000000", "0.000000"
"03:32:51", "98.145064", "1.854936", "25839.000000", "-1560.000000", "946.000000", "-106754.000000"
"03:33:21", "14.964722", "85.035278", "10460.000000", "-121728.000000", "0.000000", "-10962.000000"
"03:33:51", "32.380716", "67.619284", "1032.000000", "-2721.000000", "0.000000", "-271.000000"
"03:34:21", "90.183397", "9.816603", "1626.000000", "-2712.000000", "1447.000000", "-36582.000000"
"03:34:52", "85.739533", "14.260467", "2986.000000", "-4331.000000", "2205.000000", "-36311.000000"
"03:35:22", "29.201102", "70.798898", "2460.000000", "-4883.000000", "2313.000000", "-508.000000"
"03:35:53", "98.365916", "1.634084", "214901.000000", "-3431.000000", "139.000000", "0.000000"
"03:36:23", "94.153685", "5.846315", "217986.000000", "-13541.000000", "0.000000", "-89.000000"
"03:36:53", "5.590842", "94.409158", "3160.000000", "-53361.000000", "0.000000", "0.000000"
"03:37:23", "4.286006", "95.713994", "2791.000000", "-61085.000000", "13905.000000", "-567.000000"
"03:37:53", "13.711914", "86.288086", "23234.000000", "-21660.000000", "128634.000000", "-649.000000"
"03:38:23", "56.342546", "43.657454", "162202.000000", "-10729.000000", "115018.000000", "-82.000000"
"03:38:53", "76.682487", "23.317513", "143977.000000", "-44025.000000", "289.000000", "-1755.000000"
"03:39:23", "30.045397", "69.954603", "13798.000000", "-36212.000000", "0.000000", "-1755.000000"
"03:39:53", "96.959026", "3.040974", "69215.000000", "0.000000", "2228.000000", "-1823.000000"
"03:40:23", "97.778970", "2.221030", "67427.000000", "-3.000000", "1570.000000", "-1823.000000"
"03:40:53", "30.589815", "69.410185", "7292.000000", "-16546.000000", "0.000000", "0.000000"
"03:41:23", "97.633227", "2.366773", "10889.000000", "-6331.000000", "0.000000", "-250275.000000"
"03:41:53", "66.658323", "33.341677", "5389.000000", "-125970.000000", "1910.000000", "-250275.000000"
"03:42:23", "10.136044", "89.863956", "9879.000000", "-121748.000000", "6531.000000", "-4590.000000"
"03:42:53", "77.192248", "22.807752", "26164.000000", "-5571.000000", "3691.000000", "-5183.000000"
"03:43:24", "85.194629", "14.805371", "18761.000000", "-188.000000", "3296.000000", "-1287.000000"
"03:43:55", "60.270270", "39.729730", "1222.000000", "-353.000000", "1117.000000", "-1008.000000"
"03:44:25", "1.726943", "98.273057", "131.000000", "-324.000000", "102960.000000", "-1684.000000"
"03:44:55", "86.308986", "13.691014", "19095.000000", "-1092.000000", "1937.000000", "0.000000"
"03:45:25", "93.275741", "6.724259", "15980.000000", "-1152.000000", "0.000000", "0.000000"
"03:45:55", "58.217677", "41.782323", "797.000000", "-60.000000", "512.000000", "0.000000"
"03:46:25", "99.316353", "0.683647", "347932.000000", "-1883.000000", "512.000000", "0.000000"
"03:46:55", "99.422804", "0.577196", "350187.000000", "-2033.000000", "0.000000", "0.000000"
"03:47:25", "59.356593", "40.643407", "3233.000000", "-1088.000000", "1603.000000", "-697.000000"
"03:47:55", "63.814898", "36.185102", "1558.000000", "0.000000", "1603.000000", "-1269.000000"
"03:48:25", "99.981468", "0.018532", "11868749.000000", "-2200.000000", "0.000000", "-583.000000"
"03:48:55", "99.979558", "0.020442", "11865089.000000", "-2426.000000", "0.000000", "-313.000000"
"03:49:25", "76.497006", "23.502994", "4088.000000", "-1256.000000", "0.000000", "0.000000"
"03:49:55", "77.454874", "22.545126", "4291.000000", "-447.000000", "802.000000", "0.000000"
"03:50:25", "84.478554", "15.521446", "4086.000000", "-1082.000000", "0.000000", "-1803.000000"
"03:50:55", "28.758691", "71.241309", "1423.000000", "-1666.000000", "10834.000000", "-3623.000000"
"03:51:25", "18.806339", "81.193661", "1369.000000", "-287.000000", "13494.000000", "-1823.000000"
"03:51:55", "54.082284", "45.917716", "59849.000000", "-39520.000000", "11518.000000", "-264.000000"
"03:52:25", "38.195133", "61.804867", "4743.000000", "-5829.000000", "2273.000000", "-264.000000"
"03:52:55", "92.072709", "7.927291", "3015.000000", "-75.000000", "239.000000", "-632.000000"
"03:53:26", "88.342487", "11.657513", "37327.000000", "-3137.000000", "1872.000000", "-632.000000"
"03:53:56", "98.771499", "1.228501", "28076.000000", "-3902.000000", "2455.000000", "-483027.000000"
"03:54:26", "97.794320", "2.205680", "16746.000000", "-9035.000000", "2290.000000", "-485376.000000"
"03:54:56", "76.650745", "23.349255", "16353.000000", "-4894.000000", "92.000000", "-15.000000"
"03:55:26", "97.073061", "2.926939", "198489.000000", "-5986.000000", "0.000000", "-39.000000"
"03:55:57", "41.381681", "58.618319", "237466.000000", "-337599.000000", "56.000000", "-902.000000"
"03:56:27", "33.125667", "66.874333", "167143.000000", "-339118.000000", "84.000000", "-878.000000"
"03:56:58", "97.457084", "2.542916", "122797.000000", "-3201.000000", "15.000000", "-456.000000"
"03:57:28", "73.149372", "26.850628", "8292.000000", "-1894.000000", "1356.000000", "-562.000000"
"03:57:58", "93.459628", "6.540372", "55395.000000", "-2530.000000", "1354.000000", "-106.000000"
"03:58:28", "88.801401", "11.198599", "49591.000000", "-1415.000000", "5042.000000", "-1611.000000"
"03:58:58", "73.984657", "26.015343", "38411.000000", "-2754.000000", "11319.000000", "-1611.000000"
"03:59:28", "95.152314", "4.847686", "55067.000000", "-2807.000000", "24.000000", "-501.000000"
"03:59:58", "98.011232", "1.988768", "48802.000000", "-495.000000", "539.000000", "-2156.000000"
"04:00:28", "78.352110", "21.647890", "1887.000000", "-952.000000", "28.000000", "-1660.000000"
"04:00:59", "88.516216", "11.483784", "70794.000000", "-9302.000000", "28.000000", "-1121.000000"
"04:01:29", "6.335825", "93.664175", "6.000000", "-136816.000000", "6286.000000", "-9674.000000"
"04:01:59", "76.664291", "23.335709", "21595.000000", "-3454.000000", "6042.000000", "-9602.000000"
"04:02:29", "80.260981", "19.739019", "21343.000000", "-5249.000000", "0.000000", "0.000000"
"04:02:59", "59.366608", "40.633392", "9067.000000", "-8019.000000", "0.000000", "-2649.000000"
"04:03:29", "94.166034", "5.833966", "7441.000000", "-461.000000", "0.000000", "0.000000"
"04:03:59", "62.773147", "37.226853", "4113.000000", "-3305.000000", "0.000000", "-1460.000000"
"04:04:29", "66.314760", "33.685240", "124583.000000", "-4388.000000", "60001.000000", "-2177.000000"
"04:04:59", "66.742077", "33.257923", "124362.000000", "-2041.000000", "61761.000000", "-3676.000000"
"04:05:29", "1.962034", "98.037966", "2308.000000", "-115325.000000", "0.000000", "0.000000"
"04:05:59", "15.150487", "84.849513", "10644.000000", "-121517.000000", "3485.000000", "-11676.000000"
"04:06:29", "42.549233", "57.450767", "3189.000000", "-10716.000000", "9355.000000", "-11676.000000"
"04:06:59", "17.259738", "82.740262", "12945.000000", "-40534.000000", "26292.000000", "-995.000000"
"04:07:29", "14.876913", "85.123087", "17054.000000", "-36882.000000", "60698.000000", "0.000000"
"04:07:59", "12.688295", "87.311705", "5753.000000", "-1325.000000", "38263.000000", "0.000000"
"04:08:29", "72.863028", "27.136972", "5660.000000", "-1380.000000", "728.000000", "0.000000"
"04:08:59", "51.284615", "48.715385", "5130.000000", "-4145.000000", "728.000000", "0.000000"
"04:09:29", "6.097561", "93.902439", "188.000000", "-4277.000000", "266.000000", "-107.000000"
"04:09:59", "0.157360", "99.842640", "1437.000000", "-910116.000000", "1638.000000", "0.000000"
"04:10:29", "95.960901", "4.039099", "118174.000000", "-4351.000000", "744.000000", "-2873.000000"
"04:10:59", "0.191389", "99.808611", "691.000000", "-360354.000000", "0.000000", "0.000000"
"04:11:29", "8.730285", "91.269715", "3052.000000", "-1493.000000", "32881.000000", "-236.000000"
"04:12:00", "7.120967", "92.879033", "1345.000000", "-1080.000000", "41349.000000", "-1908.000000"
"04:12:30", "0.832082", "99.167918", "205.000000", "0.000000", "24432.000000", "0.000000"
"04:13:00", "99.750705", "0.249295", "407232.000000", "-1018.000000", "0.000000", "-101.000000"
"04:13:30", "59.914988", "40.085012", "48071.000000", "-33188.000000", "3685.000000", "-7043.000000"
"04:14:01", "96.458298", "3.541702", "152162.000000", "-5010.000000", "577.000000", "0.000000"
"04:14:31", "5.086911", "94.913089", "1832.000000", "-3395.000000", "30787.000000", "0.000000"
"04:15:01", "70.890342", "29.109658", "40018.000000", "-3593.000000", "29831.000000", "-41379.000000"
"04:15:31", "96.909738", "3.090262", "39229.000000", "-463.000000", "8569.000000", "-244012.000000"
"04:16:01", "94.836251", "5.163749", "85860.000000", "-463.000000", "4212.000000", "0.000000"
"04:16:31", "28.834499", "71.165501", "1385.000000", "-6098.000000", "3061.000000", "-2326.000000"
"04:17:01", "31.684399", "68.315601", "1901.000000", "-6347.000000", "2450.000000", "-2179.000000"
"04:17:31", "27.085067", "72.914933", "3254.000000", "-8760.000000", "0.000000", "0.000000"
"04:18:01", "86.079450", "13.920550", "15067.000000", "-6109.000000", "132.000000", "-23525.000000"
"04:18:32", "22.910857", "77.089143", "14877.000000", "-49051.000000", "1262.000000", "-76.000000"
"04:19:02", "20.831063", "79.168937", "4587.000000", "-17433.000000", "0.000000", "0.000000"
"04:19:33", "62.427560", "37.572440", "3878.000000", "-2334.000000", "0.000000", "0.000000"
"04:20:03", "55.316726", "44.683274", "3886.000000", "-2250.000000", "889.000000", "0.000000"
"04:20:33", "24.971383", "75.028617", "2836.000000", "-2194.000000", "6327.000000", "0.000000"
"04:21:03", "52.261044", "47.738956", "8883.000000", "-3970.000000", "8846.000000", "-5147.000000"
"04:21:33", "45.013665", "54.986335", "3887.000000", "-11066.000000", "0.000000", "-5172.000000"
"04:22:03", "38.766577", "61.233423", "14854.000000", "-16691.000000", "6811.000000", "-25.000000"
"04:22:33", "1.247464", "98.752536", "701.000000", "-39430.000000", "16063.000000", "0.000000"
"04:23:03", "24.560599", "75.439401", "44996.000000", "-138208.000000", "0.000000", "0.000000"
"04:23:33", "61.661609", "38.338391", "17679.000000", "-8802.000000", "2190.000000", "0.000000"
"04:24:03", "94.311537", "5.688463", "142698.000000", "-8210.000000", "400.000000", "-51.000000"
"04:24:33", "83.143858", "16.856142", "9421.000000", "-667.000000", "1305.000000", "-306.000000"
"04:25:03", "71.601993", "28.398007", "9209.000000", "-4047.000000", "0.000000", "-995.000000"
"04:25:33", "97.281407", "2.718593", "116154.000000", "-3246.000000", "0.000000", "0.000000"
"04:26:03", "96.011058", "3.988942", "7723.000000", "-404.000000", "0.000000", "-2001.000000"
"04:26:33", "98.918313", "1.081687", "72955.000000", "-353.000000", "477.000000", "-2947.000000"
"04:27:04", "95.335821", "4.664179", "143301.000000", "-6598.000000", "477.000000", "-1312.000000"
"04:27:34", "83.511311", "16.488689", "32252.000000", "-6516.000000", "0.000000", "-750.000000"
"04:28:04", "2.494141", "97.505859", "149.000000", "-852.000000", "4973.000000", "0.000000"
"04:28:34", "90.607761", "9.392239", "38926.000000", "-683.000000", "3352.000000", "0.000000"
"04:29:04", "71.042454", "28.957546", "112144.000000", "-3850.000000", "41973.000000", "-275.000000"
"04:29:34", "87.886668", "12.113332", "334944.000000", "-4688.000000", "41477.000000", "0.000000"
"04:30:04", "11.531681", "88.468319", "13706.000000", "-124031.000000", "919.000000", "-2581.000000"
"04:30:34", "86.952381", "13.047619", "3652.000000", "0.000000", "548.000000", "0.000000"
"04:31:04", "73.338003", "26.661997", "8173.000000", "-4140.000000", "47.000000", "-3344.000000"
"04:31:34", "99.483950", "0.516050", "1452789.000000", "-4230.000000", "3306.000000", "0.000000"
"04:32:04", "27.900052", "72.099948", "2155.000000", "-3090.000000", "2479.000000", "0.000000"
"04:32:34", "88.193939", "11.806061", "7276.000000", "-974.000000", "0.000000", "0.000000"
"04:33:04", "59.591442", "40.408558", "4422.000000", "-3343.000000", "0.000000", "-508.000000"
"04:33:35", "13.637766", "86.362234", "757.000000", "-5408.000000", "190.000000", "-127.000000"
"04:34:05", "74.443457", "25.556543", "357709.000000", "-119804.000000", "2998.000000", "0.000000"
"04:34:35", "87.817800", "12.182200", "28013.000000", "-2917.000000", "969.000000", "0.000000"
"04:35:05", "87.487453", "12.512547", "37539.000000", "-398.000000", "5087.000000", "-812.000000"
"04:35:35", "26.875606", "73.124394", "1163.000000", "-3234.000000", "13355.000000", "-4934.000000"
"04:36:05", "9.045667", "90.954333", "380.000000", "-118989.000000", "35446.000000", "-14979.000000"
"04:36:35", "4.186458", "95.813542", "2389.000000", "-1835.000000", "274108.000000", "-9668.000000"
"04:37:06", "7.184979", "92.815021", "7568.000000", "-115580.000000", "2464.000000", "-1570.000000"
"04:37:36", "96.575696", "3.424304", "15653.000000", "0.000000", "1591.000000", "-29218.000000"
"04:38:07", "78.798951", "21.201049", "4134.000000", "-10800.000000", "921.000000", "-39430.000000"
"04:38:37", "42.132066", "57.867934", "69845.000000", "-107841.000000", "1361.000000", "-9662.000000"
"04:39:07", "88.541501", "11.458499", "11687.000000", "-1483.000000", "1394.000000", "-10544.000000"
"04:39:37", "85.709792", "14.290208", "728.000000", "-1654.000000", "1072.000000", "-15622.000000"
"04:40:07", "53.141490", "46.858510", "7543.000000", "-3594.000000", "8749.000000", "-6455.000000"
"04:40:37", "5.156013", "94.843987", "14919.000000", "-2293.000000", "349968.000000", "-4231.000000"
"04:41:07", "54.856654", "45.143346", "2564.000000", "-1312.000000", "798.000000", "0.000000"
"04:41:37", "1.147578", "98.852422", "4410.000000", "-19213.000000", "361526.000000", "-10.000000"
"04:42:07", "61.213737", "38.786263", "105386.000000", "-67651.000000", "0.000000", "-1383.000000"
"04:42:37", "6.586423", "93.413577", "4727.000000", "-87309.000000", "0.000000", "-1429.000000"
"04:43:07", "93.263736", "6.736264", "497156.000000", "-24576.000000", "11352.000000", "-268.000000"
"04:43:37", "44.745969", "55.254031", "1938.000000", "-868.000000", "8213.000000", "-5416.000000"
"04:44:07", "63.541044", "36.458956", "4618.000000", "-4821.000000", "18372.000000", "-35803.000000"
"04:44:37", "88.114720", "11.885280", "889845.000000", "-118133.000000", "1893.000000", "0.000000"
"04:45:07", "44.688385", "55.311615", "1262.000000", "-280.000000", "1282.000000", "0.000000"
"04:45:37", "70.957821", "29.042179", "3740.000000", "-3321.000000", "645.000000", "-5950.000000"
"04:46:07", "97.762077", "2.237923", "182341.000000", "-805.000000", "3373.000000", "-172.000000"
"04:46:37", "39.737638", "60.262362", "82246.000000", "-122994.000000", "2280.000000", "-361.000000"
"04:47:07", "2.792997", "97.207003", "3109.000000", "-120902.000000", "9682.000000", "-643.000000"
"04:47:37", "99.530240", "0.469760", "1461935.000000", "-5009.000000", "1891.000000", "0.000000"
"04:48:07", "13.099003", "86.900997", "18452.000000", "-119967.000000", "3402.000000", "-144.000000"
"04:48:37", "24.641140", "75.358860", "40638.000000", "-119903.000000", "4519.000000", "-46.000000"
"04:49:07", "96.749456", "3.250544", "16753.000000", "-610.000000", "47.000000", "-2802.000000"
